,state,account_length,area_code,phone_number,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,total_charge,tenor_years,total_minutes,avg_price_per_min,total_calls
1565,CT,123,415,376-5201,0,0,0,128.7,126,21.88,117.6,94,10.0,198.4,132,8.93,10.8,5,2.92,0,0,43.730000000000004,10,455.5,0.09600439077936335,357
1566,WV,80,415,356-2093,0,1,38,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,10,2.57,2,0,69.00999999999999,6,653.1,0.10566528862348797,249
1567,WV,94,415,353-2080,0,0,0,85.9,113,14.6,226.7,91,19.27,279.6,110,12.58,15.6,16,4.21,0,0,50.66,7,607.8000000000001,0.08334978611385323,330
1568,NE,105,415,397-7500,0,1,27,141.2,96,24.0,167.7,94,14.25,274.4,101,12.35,11.4,2,3.08,1,0,53.68,8,594.6999999999999,0.09026399865478393,293
1569,NC,73,415,414-5786,0,1,31,194.4,104,33.05,176.0,84,14.96,230.1,110,10.35,11.5,3,3.11,0,0,61.47,6,612.0,0.10044117647058823,301
1570,NE,112,415,388-4282,0,0,0,167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,3,4.67,2,0,58.95,9,620.8,0.09495811855670104,300
1571,IL,179,408,415-5132,0,0,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,4,1.65,1,0,64.09,14,596.2,0.10749748406574974,304
1572,MA,57,510,352-4541,0,0,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,9,2.73,1,0,57.07,4,614.5,0.09287225386493084,269
1573,AZ,127,415,373-5928,0,1,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1,0,51.88,10,546.3000000000001,0.09496613582280797,268
1574,SD,122,415,406-7737,1,1,40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,4,3.43,1,0,69.81,10,664.7,0.10502482322852415,273
1575,MT,33,510,332-7607,0,1,35,161.9,85,27.52,151.2,82,12.85,191.0,131,8.59,8.5,2,2.3,1,0,51.25999999999999,2,512.6,0.09999999999999998,300
1576,VT,94,408,359-7788,0,0,0,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,10.4,6,2.81,3,0,48.17,7,506.4,0.0951224328593997,253
1577,UT,100,408,384-1549,0,0,0,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,10,2.75,1,0,58.309999999999995,8,572.6,0.10183374083129583,381
1578,HI,106,415,352-8508,0,0,0,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,8.8,5,2.38,2,0,52.6,8,528.1,0.09960234804014391,281
1579,DC,148,415,404-1002,0,1,38,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,4,4.46,2,0,54.86,12,451.9,0.12139853949988937,292
1580,WI,120,415,414-2905,0,1,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,6,2.86,0,0,79.30000000000001,10,744.0000000000001,0.10658602150537634,318
1581,UT,91,415,380-9849,0,1,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,11,1.51,1,0,60.089999999999996,7,587.1,0.10235053653551353,305
1582,WA,86,510,387-6498,0,0,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9.0,2,2.43,1,0,50.449999999999996,7,551.0,0.09156079854809436,285
1583,SD,78,415,360-6024,0,1,25,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,13.2,2,3.56,0,0,71.78,6,718.0,0.09997214484679666,261
1584,MT,94,510,352-5815,0,0,0,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,5,3.4,1,0,54.81,7,573.2,0.09562107466852757,334
1585,NJ,85,415,366-2273,0,0,0,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,7,3.08,2,1,74.06,7,755.1,0.09807972453979605,291
1586,CT,89,415,414-9119,0,0,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,4,1.94,1,0,38.9,7,451.4,0.08617634027470093,231
1587,VA,128,415,409-8796,0,0,0,216.0,111,36.72,153.7,115,13.06,227.0,74,10.22,12.7,4,3.43,1,0,63.43,10,609.4000000000001,0.1040859862159501,304
1588,NC,115,415,337-2442,1,0,0,180.0,119,30.6,198.8,126,16.9,217.1,70,9.77,12.4,3,3.35,1,0,60.62,9,608.3,0.0996547756041427,318
1589,AK,76,415,404-1931,0,0,0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,6,1.57,1,0,51.47,6,561.6999999999999,0.09163254406266691,264
1590,MD,75,415,367-9765,0,1,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,7,3.05,1,0,66.39999999999999,6,619.4999999999999,0.10718321226795803,319
1591,IL,90,415,378-7299,0,1,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,5,3.0,2,0,60.06,7,568.5,0.10564643799472295,344
1592,CT,30,408,410-5192,0,0,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,10,1.57,3,0,47.18,2,493.1,0.09568038937335226,324
1593,KS,105,415,405-1108,1,0,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,7,2.94,1,1,84.67,8,818.6999999999999,0.10342005618663737,319
1594,MA,102,415,392-1734,0,1,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,2,1.7,3,0,42.57,8,441.0,0.09653061224489796,270
1595,NJ,83,415,395-6030,0,0,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,4,2.32,3,0,55.04,6,534.2,0.10303257207038562,255
1596,AR,63,510,330-5168,0,1,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,5,2.21,0,0,63.28,5,592.1000000000001,0.10687383887856779,319
1597,MS,155,408,334-3142,0,0,0,163.0,93,27.71,203.9,102,17.33,159.0,109,7.15,15.1,4,4.08,2,0,56.269999999999996,12,541.0,0.10401109057301293,308
1598,ND,82,415,362-9983,0,1,29,163.8,77,27.85,134.9,112,11.47,79.3,95,3.57,8.8,2,2.38,2,0,45.27,6,386.80000000000007,0.1170372285418821,286
1599,IN,87,510,414-2606,0,0,0,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,3,3.62,1,0,63.24,7,629.4999999999999,0.10046068308181098,309
1600,MI,115,415,402-4501,0,1,26,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,4,1.22,0,0,59.0,9,652.2,0.09046304814474088,347
1601,AR,99,510,387-2604,1,0,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,3,3.05,0,1,81.41,8,767.6,0.10605784262636789,300
1602,VT,121,415,400-3343,1,1,44,254.1,127,43.2,180.2,108,15.32,196.2,129,8.83,8.7,4,2.35,3,0,69.7,10,639.2,0.10904255319148935,368
1603,WV,54,510,353-2450,0,1,33,112.0,90,19.04,208.0,112,17.68,150.3,83,6.76,11.3,4,3.05,2,0,46.529999999999994,4,481.6,0.09661544850498337,289
1604,ME,105,408,406-2032,0,0,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,0,51.09,8,510.3,0.10011757789535568,251
1605,IA,73,415,409-4462,0,0,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1,0,52.84,6,550.4,0.0960029069767442,340
1606,CT,95,415,392-5941,0,0,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,3,2.73,0,0,71.16000000000001,7,770.0000000000001,0.09241558441558441,359
1607,NM,21,415,334-9182,0,1,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3,0,50.39,1,504.8999999999999,0.09980194097841158,280
1608,OR,163,408,346-3445,0,1,25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,2,0,69.86,13,686.5,0.10176256372906045,294
1609,VT,57,415,368-9507,0,0,0,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,4,3.02,0,0,64.64,4,700.9,0.0922242830646312,295
1610,RI,104,408,382-3966,1,0,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,5,3.4,4,0,69.45,8,773.5,0.08978668390433096,271
1611,RI,83,415,334-5844,0,1,20,95.0,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0,0,42.47,6,474.7,0.08946703180956393,262
1612,NM,141,415,362-9411,0,0,0,160.1,87,27.22,256.7,120,21.82,270.0,107,12.15,7.0,1,1.89,2,0,63.08,11,693.8,0.09091957336408187,315
1613,AL,95,415,390-3565,0,0,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3,0,61.699999999999996,7,604.5999999999999,0.10205094277208072,314
1614,MT,184,415,417-4810,0,0,0,236.4,73,40.19,287.3,120,24.42,192.0,94,8.64,13.8,4,3.73,1,1,76.98,15,729.5,0.10552433173406443,291
1615,CT,74,408,384-3389,0,0,0,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2,0,59.489999999999995,6,658.1999999999999,0.09038286235186874,211
1616,TN,67,415,414-9717,0,0,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0,0,60.51,5,636.6999999999999,0.09503690906235276,312
1617,ID,104,415,357-1700,1,0,0,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,11.0,4,2.97,0,0,53.58,8,580.3,0.09233155264518353,328
1618,TX,71,415,376-7207,0,1,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,0,59.91,5,576.9,0.10384815392615704,329
1619,NH,149,415,368-7706,0,0,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4,1,47.07,12,504.4,0.0933187946074544,323
1620,ND,154,408,346-4216,0,1,35,224.0,102,38.08,192.0,99,16.32,163.1,100,7.34,9.6,2,2.59,0,0,64.33,12,588.7,0.10927467300832341,303
1621,SC,138,510,370-9533,0,1,21,19.5,149,3.32,140.9,109,11.98,179.7,111,8.09,7.9,1,2.13,0,0,25.52,11,348.0,0.07333333333333333,370
1622,KS,117,415,372-1493,0,0,0,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1,0,61.129999999999995,9,576.1,0.10611005033848289,305
1623,ME,130,408,387-6031,0,0,0,176.3,140,29.97,201.0,104,17.09,161.9,123,7.29,11.3,5,3.05,1,0,57.4,10,550.5,0.10426884650317893,372
1624,RI,73,415,366-6248,0,0,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3.0,2,0,66.05000000000001,6,591.1,0.11174082219590595,372
1625,WI,100,510,369-3756,0,1,38,224.7,121,38.2,294.0,131,24.99,290.0,61,13.05,9.8,6,2.65,0,0,78.89,8,818.5,0.09638362858888211,319
1626,NC,149,510,363-1719,0,0,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1,0,59.550000000000004,12,528.4000000000001,0.11269871309613928,284
1627,OH,29,408,402-6666,0,0,0,196.8,81,33.46,168.0,110,14.28,132.6,98,5.97,12.7,7,3.43,2,0,57.14,2,510.09999999999997,0.11201725151930995,296
1628,WY,131,510,408-9779,0,0,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1,0,41.519999999999996,10,432.8,0.09593345656192236,287
1629,NJ,153,510,407-2441,0,0,0,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8.0,3,2.16,2,0,55.120000000000005,12,601.6,0.09162234042553193,322
1630,ND,84,510,384-5027,0,0,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,5,3.56,2,0,65.13,7,571.9000000000001,0.11388354607448851,392
1631,WI,133,510,380-3161,0,0,0,187.0,65,31.79,141.4,128,12.02,238.2,108,10.72,10.0,8,2.7,2,0,57.230000000000004,11,576.5999999999999,0.09925424904613252,309
1632,KY,112,415,360-8135,0,0,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,6,3.02,0,0,56.89,9,562.9000000000001,0.10106590868715579,339
1633,NY,87,415,399-5426,0,0,0,204.8,101,34.82,161.0,80,13.69,285.7,89,12.86,9.5,3,2.57,0,0,63.94,7,661.0,0.096732223903177,273
1634,MO,72,415,385-2564,0,0,0,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12.0,5,3.24,2,0,60.940000000000005,6,623.9,0.09767590960089759,336
1635,AZ,66,510,337-8618,0,0,0,154.0,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,1,52.50000000000001,5,514.3,0.10208049776395102,357
1636,MN,65,510,354-8491,0,1,29,158.1,104,26.88,322.2,81,27.39,210.0,96,9.45,8.9,6,2.4,1,0,66.12,5,699.1999999999999,0.09456521739130436,287
1637,CO,74,415,394-6278,0,0,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2,0,69.89999999999999,6,691.1999999999999,0.10112847222222222,310
1638,MD,116,408,405-2276,0,0,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6,1,52.529999999999994,9,516.4,0.10172347017815646,240
1639,AR,68,510,376-1000,0,0,0,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2,0,52.17999999999999,5,497.79999999999995,0.10482121333869023,285
1640,TN,68,415,397-1659,0,0,0,222.8,99,37.88,175.8,85,14.94,202.0,111,9.09,11.0,3,2.97,3,0,64.88,5,611.6,0.10608240680183124,298
1641,DE,54,415,379-3953,1,0,0,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,10.1,3,2.73,1,0,68.07000000000001,4,653.6,0.10414626682986537,249
1642,TN,99,408,418-6512,0,0,0,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,3,2.03,1,0,34.84,8,430.4,0.08094795539033459,323
1643,WI,107,408,392-5296,0,0,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,3,1.97,3,0,53.58,8,626.9,0.08546817674270218,280
1644,WV,124,510,355-3814,0,0,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1,0,56.260000000000005,10,528.5999999999999,0.10643208475217558,259
1645,CT,95,415,375-2098,0,1,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,0,87.29,7,842.3,0.10363290988958805,330
1646,MN,173,510,372-7990,0,0,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0,1,77.3,14,667.1999999999999,0.11585731414868106,398
1647,MO,110,408,356-4558,0,0,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1,0,60.17,9,556.8,0.10806393678160921,274
1648,VA,102,510,398-5788,0,0,0,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,5,2.3,0,0,64.27,8,690.2,0.09311793682990437,330
1649,NH,130,408,390-4003,0,0,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0,0,38.59,10,443.6,0.08699278629395853,339
1650,OK,91,408,332-8103,0,1,31,273.0,78,46.41,215.5,98,18.32,104.7,114,4.71,9.6,2,2.59,1,0,72.02999999999999,7,602.8000000000001,0.11949236894492365,292
1651,CT,64,415,406-9926,1,0,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1,1,58.45,5,490.40000000000003,0.1191884176182708,362
1652,TN,176,415,418-2402,0,1,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8.0,7.2,6,1.94,1,0,71.9,14,630.7,0.11400031710797527,314
1653,MD,93,510,384-3299,1,0,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3.0,1,1,51.02,7,517.9,0.0985132264916007,289
1654,WI,84,510,378-9090,0,1,12,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,2,2.89,1,0,37.38,7,404.8,0.09234189723320159,276
1655,SD,138,510,350-6473,0,0,0,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,5.0,3,1.35,3,0,53.36,11,587.5,0.09082553191489362,286
1656,ND,101,415,379-4583,0,1,28,105.9,132,18.0,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1,0,53.239999999999995,8,629.6000000000001,0.08456162642947901,364
1657,VA,136,408,411-5078,0,0,0,142.3,79,24.19,158.0,113,13.43,177.5,75,7.99,6.0,11,1.62,2,0,47.230000000000004,11,483.8,0.09762298470442332,278
1658,UT,111,510,347-4982,0,0,0,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,3,1.73,2,0,57.09,9,582.1999999999999,0.09805908622466508,284
1659,MA,132,408,341-9274,0,1,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0,0,57.22,11,503.20000000000005,0.11371224165341812,265
1660,SD,128,415,353-7461,0,0,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3,0,67.98,10,587.9000000000001,0.11563191018880761,265
1661,AL,92,408,371-7366,0,1,38,242.2,96,41.17,159.7,144,13.57,210.0,108,9.45,8.9,1,2.4,1,0,66.59,7,620.8,0.10726481958762887,349
1662,AL,197,415,395-7923,1,0,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5,1,52.07,16,537.2,0.09692851824274012,295
1663,WV,191,408,351-8398,0,0,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,0,60.449999999999996,15,624.5,0.09679743795036028,314
1664,SC,99,415,329-2204,0,1,33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,1,2.86,2,0,61.03,8,593.6999999999999,0.10279602492841504,292
1665,FL,106,415,407-7507,0,1,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,0,52.57000000000001,8,448.7,0.11716068642745711,340
1666,KY,88,415,405-8075,0,0,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,0,63.74999999999999,7,698.6999999999999,0.09124087591240876,232
1667,UT,78,415,390-9698,0,0,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,0,56.04,6,504.99999999999994,0.11097029702970299,310
1668,NY,98,408,403-4917,0,0,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,0,54.69,8,543.9,0.1005515719801434,322
1669,MS,17,408,391-6709,0,1,35,198.5,123,33.75,270.6,74,23.0,209.9,130,9.45,8.1,10,2.19,1,0,68.39,1,687.1,0.09953427448697423,337
1670,NH,56,415,389-5988,0,1,24,121.7,87,20.69,184.0,76,15.64,266.6,98,12.0,12.7,3,3.43,1,0,51.76,4,585.0,0.08847863247863247,264
1671,VA,84,415,372-1534,0,0,0,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,14.0,6,3.78,2,0,63.28,7,727.5999999999999,0.0869708631115998,245
1672,VT,95,510,395-6369,0,0,0,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,13.7,3,3.7,2,0,60.4,7,558.7,0.1081081081081081,265
1673,WY,16,415,400-3197,0,0,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,0,64.14,1,637.7,0.10058021013015524,293
1674,NV,76,510,377-4169,1,0,0,241.0,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1,1,73.25,6,702.9,0.1042111253378859,284
1675,WV,93,415,384-5343,0,0,0,141.7,95,24.09,221.0,100,18.79,227.1,71,10.22,10.2,3,2.75,0,0,55.849999999999994,7,600.0,0.09308333333333332,269
1676,WA,83,408,338-4472,0,0,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2,0,46.480000000000004,6,471.2,0.09864176570458405,302
1677,KS,123,415,332-2126,0,0,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9.0,10,2.43,1,0,58.93,10,589.7,0.09993216889944039,257
1678,VT,64,408,349-2157,0,0,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,0,58.85,5,656.1999999999999,0.08968302346845475,325
1679,OK,82,510,393-4823,0,0,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,1,88.66,6,815.8000000000001,0.10867859769551359,301
1680,GA,107,510,385-2683,0,0,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,0,60.35999999999999,8,571.8000000000001,0.10556138509968518,335
1681,CO,110,510,345-8350,0,0,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1,0,56.2,9,604.5000000000001,0.09296939619520263,308
1682,AK,96,408,334-4506,0,1,29,150.0,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,0,51.60999999999999,8,546.0,0.09452380952380951,224
1683,TN,47,415,332-3544,0,1,30,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,12.9,4,3.48,2,0,67.59,3,676.9,0.09985226769094402,355
1684,KY,115,510,380-5102,0,0,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,0,39.81,9,408.30000000000007,0.09750183688464363,306
1685,PA,69,415,395-6149,0,0,0,143.6,88,24.41,141.8,86,12.05,194.0,83,8.73,10.8,5,2.92,3,0,48.11,5,490.2,0.0981436148510812,262
1686,CT,163,408,398-8122,0,1,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,3,3.32,2,0,72.82,13,724.5,0.10051069703243615,224
1687,CT,90,415,334-4438,0,0,0,37.8,80,6.43,155.3,105,13.2,175.0,111,7.88,14.2,5,3.83,3,0,31.339999999999996,7,382.3,0.08197750457755688,301
1688,MN,98,415,384-7459,0,0,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,0,38.95,8,445.0,0.08752808988764045,324
1689,WY,90,408,368-3931,0,1,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,5,3.08,1,0,46.7,7,522.6999999999999,0.08934379185000958,250
1690,PA,174,415,353-1352,0,1,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,0,68.94,14,666.6,0.10342034203420342,376
1691,OR,95,415,348-5725,0,0,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,1,75.63,7,689.3,0.10972000580298855,305
1692,PA,79,415,365-2008,0,0,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,1,74.99,6,724.7,0.1034773009521181,320
1693,OK,123,415,393-3635,0,1,27,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,12.5,5,3.38,1,0,66.12,10,633.4,0.10438901168298075,361
1694,VT,99,415,380-8727,0,0,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,1,52.76,8,600.0,0.08793333333333334,291
1695,ID,114,415,381-2376,0,0,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2,0,67.71,9,702.8999999999999,0.09632949210414,327
1696,PA,141,510,365-8114,0,0,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1,0,63.970000000000006,11,582.4,0.10983859890109891,307
1697,NM,132,408,415-5008,0,0,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1,0,59.06,11,596.9,0.09894454682526387,309
1698,FL,133,510,392-8318,0,0,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6.0,4,1.62,0,0,63.19,11,663.4000000000001,0.09525173349412118,285
1699,TX,133,408,401-4007,0,0,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4,0,60.760000000000005,11,551.4999999999999,0.11017225747960112,360
1700,VT,93,510,338-7709,0,1,32,218.7,117,37.18,115.0,61,9.78,192.7,85,8.67,9.4,5,2.54,2,0,58.17,7,535.8,0.10856662933930572,268
1701,MA,34,415,374-1981,0,0,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11.0,10,2.97,2,1,84.08,2,755.4000000000001,0.1113052687317977,246
1702,OR,140,415,333-5101,0,0,0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4,1,52.699999999999996,11,584.8000000000001,0.09011627906976742,269
1703,DE,96,415,345-3734,0,1,26,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,11.1,2,3.0,2,0,58.46,8,571.5,0.10229221347331584,287
1704,FL,144,510,384-5004,0,0,0,278.5,95,47.35,240.7,90,20.46,120.0,90,5.4,11.6,5,3.13,1,1,76.34,12,650.8000000000001,0.1173017824216349,280
1705,ID,24,408,341-9396,0,1,29,236.3,105,40.17,190.8,114,16.22,129.0,105,5.81,7.2,2,1.94,3,0,64.14,2,563.3000000000001,0.11386472572341558,326
1706,MD,54,415,408-6302,0,0,0,273.8,113,46.55,119.6,156,10.17,267.6,117,12.04,11.7,3,3.16,1,0,71.91999999999999,4,672.7,0.10691244239631334,389
1707,WV,50,408,348-7193,0,0,0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,1,46.75,4,504.1,0.09273953580638762,320
1708,ID,92,415,417-4063,0,1,23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4,0,58.7,7,553.6,0.10603323699421965,325
1709,NV,96,408,375-6911,0,0,0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3,0,65.89,8,639.9,0.10296921393967808,191
1710,OH,146,415,358-3604,0,0,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9.0,7,2.43,2,0,63.02,12,679.2,0.09278563015312132,286
1711,ID,138,415,339-7485,1,1,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,0,62.74000000000001,11,556.1000000000001,0.11282143499370616,307
1712,SC,102,408,368-3078,0,0,0,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,10.3,5,2.78,4,0,58.019999999999996,8,563.1999999999999,0.10301846590909092,308
1713,MO,76,510,418-7055,0,0,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,1,49.47,6,543.6,0.09100441501103752,254
1714,NE,99,415,386-9981,0,0,0,200.0,66,34.0,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3,0,56.769999999999996,8,552.9999999999999,0.10265822784810127,254
1715,NC,83,510,366-2541,0,1,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,0,52.42,6,599.4,0.08745412078745413,305
1716,ME,36,510,335-3110,0,1,25,152.8,110,25.98,242.8,67,20.64,147.4,74,6.63,9.1,2,2.46,1,0,55.71000000000001,3,552.1,0.10090563303749321,253
1717,MI,70,510,400-7809,0,0,0,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,14.3,3,3.86,1,0,54.08999999999999,5,584.3,0.09257230874550744,331
1718,AZ,109,415,404-3106,1,0,0,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,9.7,8,2.62,2,1,74.46000000000001,9,726.6,0.10247729149463254,308
1719,AZ,100,415,333-2337,0,0,0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2,0,56.85,8,531.8000000000001,0.10690109063557728,360
1720,HI,104,408,353-6482,0,0,0,170.6,97,29.0,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1,0,53.910000000000004,8,549.5,0.0981073703366697,340
